fid,COBACIA,cod_setor,tipo_setor,cod_mun,mun_nm,uf,situacao_setor,disp_q95,dem_ret_ano,dem_acm,bal_perc,irri_arroz,irri_cafe,irri_cana,irri_oc,irri_total,irri_arroz_risco_iminente,irri_arroz_risco_pos_deficit,irri_arroz_risco_total,irri_cafe_risco_iminente,irri_cafe_risco_pos_deficit,irri_cafe_risco_total,irri_cana_risco_iminente,irri_cana_risco_pos_deficit,irri_cana_risco_total,irri_oc_risco_iminente,irri_oc_risco_pos_deficit,irri_oc_risco_total,irri_total_risco_iminente,irri_total_risco_pos_deficit,irri_total_risco_total,cs_ish,area_scbc,area_otto,area_scbc,deman_agri,densidade,deman_agri_scbc,deman_agri_otto,perc_scbc,irri_risco_scbc,cs_ish_scbc,irri_scbc,ire_cs_irri_eco,,
Chave primária única da poção do setor cencitário,Código da respectiva ottobacia (BHO 2017) onde está a porção do setor censitário.,Código IBGE da porção do setor cencitário,Tipo de setor censitário (rural,Código do município,Nome do município,Unidade da Federação,"Situação do setor, se é urbana (1, 2 e 3) ou rural (demais valores)",disp_q95,dem_ret20,dem_acm,bal_perc,Produção irrigada por Municipio por cultura (Arroz) (1000 R$),Produção irrigada por Municipio por cultura (Café) (1000 R$),Produção irrigada por Municipio por cultura (Cana) (1000 R$),Produção irrigada por Municipio por cultura (Outras Culturas) (1000 R$),Valor da produção irrigada do município  (1000 R$),Produção irrigada por Municipio por cultura (Arroz) (1000 R$) em risco iminente,Produção irrigada por Municipio por cultura (Arroz) (1000 R$) em risco pós-déficit.,Produção irrigada por Municipio por cultura (Arroz) (1000 R$)  em risco total.,Produção irrigada por Municipio por cultura (Café) (1000 R$) em risco iminente,Produção irrigada por Municipio por cultura (Café) (1000 R$) em risco pós-déficit.,Produção irrigada por Municipio por cultura (Café) (1000 R$)  em risco total.,Produção irrigada por Municipio por cultura (Cana) (1000 R$) em risco iminente,Produção irrigada por Municipio por cultura (Cana) (1000 R$) em risco pós-déficit.,Produção irrigada por Municipio por cultura (Cana) (1000 R$)  em risco total.,Produção irrigada por Municipio por cultura (Outras Culturas) (1000 R$) em risco iminente,Produção irrigada por Municipio por cultura (Outras Culturas) (1000 R$) em risco pós-déficit.,Produção irrigada por Municipio por cultura (Outras Culturas) (1000 R$)  em risco total., Valor de produção irrigada (1000 R$) em risco iminente, Valor de produção irrigada (1000 R$) em risco pós-déficit., Valor de produção irrigada (1000 R$) em risco total.,Classe (1-5) do Índice de Segurança Hídrica do município associado à produção irrigada,Área total do setor censitário (km²),Área total da ottobacia (km²),Área do setor censitário interno à ottobacia (km²),Demanda agrícola por BHO (m³/s) (tabela balanços  2020),Densidade da demanda agricola na BHO (m³/s . km²) (tabela balanços 2020),Demanda agricola estimada da porção do setor cencitário interno à ottobacia (m³/s),Demanda agricola estimada para a ottobacia (m³/s),Percentual da demanda agricola na porção do setor cencitário que está na ottobacia em relação à demanda agricola total da ottobacia, Valor de produção irrigada (mil R$) em risco da porção do setor censitário interno a cada ottobacia.,Classe (1-5) do Índice de Segurança Hídrica associado à agricultura irrigada da porção do setor censitário interno a cada ottobacia., Valor de produção irrigada (mil R$) por setor cencitário,Classe (1-5) do Índice de Segurança Hídrica da ottobacia associado à sua demanda,,Produção por Ottobacia (R$)
1339,77756322,320040905000024,Rural,3200409,Anchieta,Espírito Santo,8,"0,06","0,001","0,001","1,941","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"19,47741997","9,449901623","0,667","0,000386","4,084698607E-05","2,724493971E-05","0,0003859631714","0,07058274537","R$ 0,00","0,353",,5,Máximo,1
1340,77758236,320040905000025,Rural,3200409,Anchieta,Espírito Santo,8,"0,042","0,001","0,001","1,355","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"25,05173305","6,664900419","0,002",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
1341,77756325,320040905000025,Rural,3200409,Anchieta,Espírito Santo,8,"0,24","0,048","0,049","20,488","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 57,98","R$ 0,00","R$ 57,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 110,57","R$ 0,00","R$ 110,57","R$ 168,55","R$ 0,00","R$ 168,55",3,"25,05173305","24,04222209","13,26","0,007409","0,0003081661908","0,00408628369","0,007409239726","0,5515297193","R$ 92,96","1,655",,3,Médio,1
1342,77758232,320040905000025,Rural,3200409,Anchieta,Espírito Santo,8,"0,115","0,002","0,002","1,655","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"25,05173305","18,23366483","2,072","0,000641","3,515475391E-05","7,28406501E-05","0,0006409766281","0,1136359596","R$ 0,00","0,568",,5,Máximo,1
1343,77756324,320040905000025,Rural,3200409,Anchieta,Espírito Santo,8,"0,042","0,001","0,001","1,339","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"25,05173305","6,632692829","2,336",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
1344,777572,320040905000025,Rural,3200409,Anchieta,Espírito Santo,8,"0,147","0,034","0,034","22,827","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 70,40","R$ 0,00","R$ 70,40","R$ 0,00","R$ 0,00","R$ 0,00","R$ 134,27","R$ 0,00","R$ 134,27","R$ 204,67","R$ 0,00","R$ 204,67",3,"25,05173305","23,28210666","1,978","0,025871","0,001111196696","0,002197947065","0,02586754789","0,0849579477","R$ 17,39","0,255",,3,Médio,1
1345,77756327,320040905000025,Rural,3200409,Anchieta,Espírito Santo,8,"0,05","0,001","0,001","1,499","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"25,05173305","7,947440457","4,076","9,45E-05","1,18906207E-05","4,846616997E-05","9,450665331E-05","0,5128695235","R$ 0,00","2,564",,5,Máximo,1
1346,7775634,320040905000025,Rural,3200409,Anchieta,Espírito Santo,8,"0,119","0,002","0,002","1,266","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"25,05173305","18,84555299","1,329",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
1347,7775561,320040905000026,Urbana,3200409,Anchieta,Espírito Santo,1,"0,121","0,001","0,002","1,827","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"0,2707359343","4,348700013","0,255","0,000216","4,967001618E-05","1,266585413E-05","0,0002159652303","0,05863821354","R$ 0,00","0,293",,"4,999",Máximo,1
1348,7775611,320040905000028,Urbana,3200409,Anchieta,Espírito Santo,1,"6,867","0,001","0,257","3,737","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"0,1178593883","3,315745396",0,"0,000609","0,0001836691082",0,"0,0006086794247",0,"R$ 0,00",0,,"4,997",Máximo,1
1349,7775613,320040905000038,Rural,3200409,Anchieta,Espírito Santo,8,"6,733",0,"0,252","3,744","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"20,12559505","4,572783195","0,624",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
1350,7775612,320040905000038,Rural,3200409,Anchieta,Espírito Santo,8,"0,113","0,004","0,004","3,094","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"20,12559505","17,91949872","9,34","0,002472","0,0001379502875","0,001288455685","0,002472069152","0,5212199373","R$ 0,00","2,606",,5,Máximo,1
1351,7775631,320040905000038,Rural,3200409,Anchieta,Espírito Santo,8,"5,874",0,"0,233","3,97","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 4,14","R$ 0,00","R$ 4,14","R$ 0,00","R$ 0,00","R$ 0,00","R$ 7,90","R$ 0,00","R$ 7,90","R$ 12,04","R$ 0,00","R$ 12,04",3,"20,12559505","3,06718114","2,067",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
1352,7775611,320040905000038,Rural,3200409,Anchieta,Espírito Santo,8,"6,867","0,001","0,257","3,737","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"20,12559505","3,315745396","0,633","0,000609","0,0001836691082","0,0001162625455","0,0006086794247","0,1909072997","R$ 0,00","0,955",,"4,997",Máximo,1
1353,77756323,320040905000038,Rural,3200409,Anchieta,Espírito Santo,8,"0,333","0,001","0,051","15,306","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 33,13","R$ 0,00","R$ 33,13","R$ 0,00","R$ 0,00","R$ 0,00","R$ 63,18","R$ 0,00","R$ 63,18","R$ 96,32","R$ 0,00","R$ 96,32",3,"20,12559505","8,04672398","0,723","0,000503","6,250991102E-05","4,519466567E-05","0,000503017254","0,08985022996","R$ 8,65","0,27",,3,Médio,1
1354,7775633,320040905000038,Rural,3200409,Anchieta,Espírito Santo,8,"5,438",0,"0,18","3,318","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"20,12559505","3,245851131","0,01",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
1355,77756321,320040905000038,Rural,3200409,Anchieta,Espírito Santo,8,"0,417",0,"0,053","12,607","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 20,71","R$ 0,00","R$ 20,71","R$ 0,00","R$ 0,00","R$ 0,00","R$ 39,49","R$ 0,00","R$ 39,49","R$ 60,20","R$ 0,00","R$ 60,20",3,"20,12559505","3,782422293","2,042",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
1356,77756322,320040905000038,Rural,3200409,Anchieta,Espírito Santo,8,"0,06","0,001","0,001","1,941","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"20,12559505","9,449901623","4,671","0,000386","4,084698607E-05","0,000190796272","0,0003859631714","0,49429086","R$ 0,00","2,471",,5,Máximo,1
1357,7775621,320040905000038,Rural,3200409,Anchieta,Espírito Santo,8,"0,829","0,002","0,018","2,218","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"20,12559505","11,66710316","0,016","0,001697","0,000145451701","2,327227216E-06","0,001696839544","0,001371377263","R$ 0,00","0,007",,5,Máximo,1
1358,7775612,320040905000039,Rural,3200409,Anchieta,Espírito Santo,8,"0,113","0,004","0,004","3,094","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"19,40838022","17,91949872","3,166","0,002472","0,0001379502875","0,0004367506102","0,002472069152","0,1766790494","R$ 0,00","0,883",,5,Máximo,1
1359,77756325,320040905000039,Rural,3200409,Anchieta,Espírito Santo,8,"0,24","0,048","0,049","20,488","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 57,98","R$ 0,00","R$ 57,98","R$ 0,00","R$ 0,00","R$ 0,00","R$ 110,57","R$ 0,00","R$ 110,57","R$ 168,55","R$ 0,00","R$ 168,55",3,"19,40838022","24,04222209","4,762","0,007409","0,0003081661908","0,001467487401","0,007409239726","0,1980682144","R$ 33,39","0,594",,3,Médio,1
1360,77756323,320040905000039,Rural,3200409,Anchieta,Espírito Santo,8,"0,333","0,001","0,051","15,306","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 33,13","R$ 0,00","R$ 33,13","R$ 0,00","R$ 0,00","R$ 0,00","R$ 63,18","R$ 0,00","R$ 63,18","R$ 96,32","R$ 0,00","R$ 96,32",3,"19,40838022","8,04672398","0,141","0,000503","6,250991102E-05","8,813897454E-06","0,000503017254","0,01752265895","R$ 1,69","0,053",,3,Médio,1
1361,777572,320040905000039,Rural,3200409,Anchieta,Espírito Santo,8,"0,147","0,034","0,034","22,827","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 70,40","R$ 0,00","R$ 70,40","R$ 0,00","R$ 0,00","R$ 0,00","R$ 134,27","R$ 0,00","R$ 134,27","R$ 204,67","R$ 0,00","R$ 204,67",3,"19,40838022","23,28210666","7,228","0,025871","0,001111196696","0,00803172972","0,02586754789","0,3104530061","R$ 63,54","0,931",,3,Médio,1
1362,77756322,320040905000039,Rural,3200409,Anchieta,Espírito Santo,8,"0,06","0,001","0,001","1,941","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"19,40838022","9,449901623","4,111","0,000386","4,084698607E-05","0,0001679219598","0,0003859631714","0,4350309838","R$ 0,00","2,175",,5,Máximo,1
1363,777558,320040905000044,Urbana,3200409,Anchieta,Espírito Santo,1,"0,083","0,001","0,001","0,913","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"0,3626458894","13,1520235","0,019",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
1364,777572,320040905000047,Urbana,3200409,Anchieta,Espírito Santo,1,"0,147","0,034","0,034","22,827","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 70,40","R$ 0,00","R$ 70,40","R$ 0,00","R$ 0,00","R$ 0,00","R$ 134,27","R$ 0,00","R$ 134,27","R$ 204,67","R$ 0,00","R$ 204,67",3,"0,2655212201","23,28210666","0,174","0,025871","0,001111196696","0,0001933482251","0,02586754789","0,007473550506","R$ 1,53","0,022",,3,Médio,1
1365,7775612,320040905000049,Urbana,3200409,Anchieta,Espírito Santo,2,"0,113","0,004","0,004","3,094","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"8,135366628","17,91949872","4,597","0,002472","0,0001379502875","0,0006341574716","0,002472069152","0,256536194","R$ 0,00","1,283",,5,Máximo,1
1366,7775611,320040905000049,Urbana,3200409,Anchieta,Espírito Santo,2,"6,867","0,001","0,257","3,737","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"8,135366628","3,315745396","1,335","0,000609","0,0001836691082","0,0002451982595","0,0006086794247","0,4026243998","R$ 0,00","2,013",,"4,997",Máximo,1
1367,7775612,320040905000050,Urbana,3200409,Anchieta,Espírito Santo,2,"0,113","0,004","0,004","3,094","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"2,735351889","17,91949872","0,793","0,002472","0,0001379502875","0,000109394578","0,002472069152","0,04425347005","R$ 0,00","0,221",,5,Máximo,1
1368,777572,320040905000050,Urbana,3200409,Anchieta,Espírito Santo,2,"0,147","0,034","0,034","22,827","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 70,40","R$ 0,00","R$ 70,40","R$ 0,00","R$ 0,00","R$ 0,00","R$ 134,27","R$ 0,00","R$ 134,27","R$ 204,67","R$ 0,00","R$ 204,67",3,"2,735351889","23,28210666","1,903","0,025871","0,001111196696","0,002114607313","0,02586754789","0,08173658972","R$ 16,73","0,245",,3,Médio,1
1369,777558,320040905000055,Urbana,3200409,Anchieta,Espírito Santo,2,"0,083","0,001","0,001","0,913","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"5,198776244","13,1520235","1,391",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
1370,7775561,320040905000056,Urbana,3200409,Anchieta,Espírito Santo,1,"0,121","0,001","0,002","1,827","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"0,2512996486","4,348700013","0,188","0,000216","4,967001618E-05","9,337963042E-06","0,0002159652303","0,04323131038","R$ 0,00","0,216",,"4,999",Máximo,1
1371,7775542,320040905000057,,3200409,Anchieta,Espírito Santo,9,"0,037",0,0,"0,682","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"5,382801565","5,879822018","0,038",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
1372,7775561,320040905000057,,3200409,Anchieta,Espírito Santo,9,"0,121","0,001","0,002","1,827","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"5,382801565","4,348700013","2,457","0,000216","4,967001618E-05","0,0001220392297","0,0002159652303","0,564996434","R$ 0,00","2,825",,"4,999",Máximo,1
1373,7775562,320040905000057,,3200409,Anchieta,Espírito Santo,9,"0,045","0,001","0,001","2,926","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"5,382801565","7,177102241","0,592","0,001103","0,0001536831945","9,098045117E-05","0,001102984287","0,08248454322","R$ 0,00","0,412",,5,Máximo,1
1374,777558,320040905000057,,3200409,Anchieta,Espírito Santo,9,"0,083","0,001","0,001","0,913","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"5,382801565","13,1520235","0,564",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
1375,7775563,320040905000057,,3200409,Anchieta,Espírito Santo,9,"0,048",0,0,"0,553","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"5,382801565","7,525483396","1,545",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
1376,777558,320040905000059,Urbana,3200409,Anchieta,Espírito Santo,1,"0,083","0,001","0,001","0,913","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"0,02861702622","13,1520235","0,029",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
1377,7775611,320040905000060,Urbana,3200409,Anchieta,Espírito Santo,1,"6,867","0,001","0,257","3,737","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"0,06006358265","3,315745396","0,06","0,000609","0,0001836691082","1,102014649E-05","0,0006086794247","0,01809547864","R$ 0,00","0,09",,"4,997",Máximo,1
1378,7775613,320040905000061,Urbana,3200409,Anchieta,Espírito Santo,1,"6,733",0,"0,252","3,744","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"0,4566762867","4,572783195",0,0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
1379,7775611,320040905000061,Urbana,3200409,Anchieta,Espírito Santo,1,"6,867","0,001","0,257","3,737","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"0,4566762867","3,315745396","0,453","0,000609","0,0001836691082","8,320210603E-05","0,0006086794247","0,1366208638","R$ 0,00","0,683",,"4,997",Máximo,1
1380,7775611,320040905000062,Urbana,3200409,Anchieta,Espírito Santo,1,"6,867","0,001","0,257","3,737","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"0,008429087787","3,315745396","0,008","0,000609","0,0001836691082","1,469352866E-06","0,0006086794247","0,002412730486","R$ 0,00","0,012",,"4,997",Máximo,1
1381,7775613,320040905000063,Urbana,3200409,Anchieta,Espírito Santo,1,"6,733",0,"0,252","3,744","R$ 0,00","R$ 4.141,41","R$ 0,00","R$ 7.898,11","R$ 12.039,52","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",5,"0,2873200228","4,572783195","0,085",0,0,0,0,0,"R$ 0,00",0,,0,#N/A,1
